Churn,Churn_Prob,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9
0,0.184339191,1,1,0,0,0,0,0,0,0,0
0,0.305994373,1,1,1,1,0,0,0,0,0,0
1,0.645319988,1,1,1,1,1,1,1,0,0,0
1,0.5266814,1,1,1,1,1,1,0,0,0,0
1,0.678468365,1,1,1,1,1,1,1,0,0,0
0,0.396857203,1,1,1,1,0,0,0,0,0,0
0,0.405110193,1,1,1,1,1,0,0,0,0,0
1,0.796397239,1,1,1,1,1,1,1,1,0,0
0,0.256345353,1,1,1,0,0,0,0,0,0,0
1,0.550911475,1,1,1,1,1,1,0,0,0,0
0,0.177377045,1,1,0,0,0,0,0,0,0,0
1,0.563385483,1,1,1,1,1,1,0,0,0,0
1,0.712940011,1,1,1,1,1,1,1,1,0,0
0,0.007514012,1,0,0,0,0,0,0,0,0,0
0,0.005912023,1,0,0,0,0,0,0,0,0,0
0,0.058742147,1,0,0,0,0,0,0,0,0,0
0,0.405633508,1,1,1,1,1,0,0,0,0,0
0,0.022400611,1,0,0,0,0,0,0,0,0,0
0,0.187826627,1,1,0,0,0,0,0,0,0,0
0,0.005641321,1,0,0,0,0,0,0,0,0,0
0,0.001858223,1,0,0,0,0,0,0,0,0,0
0,0.405920579,1,1,1,1,1,0,0,0,0,0
0,0.003779307,1,0,0,0,0,0,0,0,0,0
0,0.261722452,1,1,1,0,0,0,0,0,0,0
0,0.048974272,1,0,0,0,0,0,0,0,0,0
0,0.144881168,1,1,0,0,0,0,0,0,0,0
0,0.184963965,1,1,0,0,0,0,0,0,0,0
0,0.424343785,1,1,1,1,1,0,0,0,0,0
0,0.137822636,1,1,0,0,0,0,0,0,0,0
0,0.276092289,1,1,1,0,0,0,0,0,0,0
0,0.530608497,1,1,1,1,1,1,0,0,0,0
1,0.636180864,1,1,1,1,1,1,1,0,0,0
0,0.136216878,1,1,0,0,0,0,0,0,0,0
1,0.57406113,1,1,1,1,1,1,0,0,0,0
0,0.053695082,1,0,0,0,0,0,0,0,0,0
0,0.627654698,1,1,1,1,1,1,1,0,0,0
1,0.202481706,1,1,1,0,0,0,0,0,0,0
1,0.806146367,1,1,1,1,1,1,1,1,1,0
0,0.152203223,1,1,0,0,0,0,0,0,0,0
0,0.013917712,1,0,0,0,0,0,0,0,0,0
1,0.218862263,1,1,1,0,0,0,0,0,0,0
1,0.649923848,1,1,1,1,1,1,1,0,0,0
0,0.031275617,1,0,0,0,0,0,0,0,0,0
0,0.237877535,1,1,1,0,0,0,0,0,0,0
0,0.044000005,1,0,0,0,0,0,0,0,0,0
1,0.103401419,1,1,0,0,0,0,0,0,0,0
0,0.742334474,1,1,1,1,1,1,1,1,0,0
0,0.006291898,1,0,0,0,0,0,0,0,0,0
1,0.734058692,1,1,1,1,1,1,1,1,0,0
1,0.552145815,1,1,1,1,1,1,0,0,0,0
0,0.102802856,1,1,0,0,0,0,0,0,0,0
0,0.145943613,1,1,0,0,0,0,0,0,0,0
0,0.020988113,1,0,0,0,0,0,0,0,0,0
0,0.100120363,1,1,0,0,0,0,0,0,0,0
1,0.399297923,1,1,1,1,0,0,0,0,0,0
0,0.175542016,1,1,0,0,0,0,0,0,0,0
0,0.010349601,1,0,0,0,0,0,0,0,0,0
0,0.001898759,1,0,0,0,0,0,0,0,0,0
0,0.049178386,1,0,0,0,0,0,0,0,0,0
0,0.436442869,1,1,1,1,1,0,0,0,0,0
0,0.70924355,1,1,1,1,1,1,1,1,0,0
1,0.353667339,1,1,1,1,0,0,0,0,0,0
1,0.637735155,1,1,1,1,1,1,1,0,0,0
1,0.709168389,1,1,1,1,1,1,1,1,0,0
0,0.002820464,1,0,0,0,0,0,0,0,0,0
0,0.006017541,1,0,0,0,0,0,0,0,0,0
0,0.189539293,1,1,0,0,0,0,0,0,0,0
0,0.01636343,1,0,0,0,0,0,0,0,0,0
0,0.005174566,1,0,0,0,0,0,0,0,0,0
0,0.235584492,1,1,1,0,0,0,0,0,0,0
0,0.034533561,1,0,0,0,0,0,0,0,0,0
0,0.091245928,1,0,0,0,0,0,0,0,0,0
0,0.103067539,1,1,0,0,0,0,0,0,0,0
0,0.346506442,1,1,1,1,0,0,0,0,0,0
0,0.232227403,1,1,1,0,0,0,0,0,0,0
1,0.311131445,1,1,1,1,0,0,0,0,0,0
0,0.011309308,1,0,0,0,0,0,0,0,0,0
1,0.591747916,1,1,1,1,1,1,0,0,0,0
0,0.007608337,1,0,0,0,0,0,0,0,0,0
0,0.014582804,1,0,0,0,0,0,0,0,0,0
0,0.22276673,1,1,1,0,0,0,0,0,0,0
0,0.249157908,1,1,1,0,0,0,0,0,0,0
0,0.009312488,1,0,0,0,0,0,0,0,0,0
0,0.70162626,1,1,1,1,1,1,1,1,0,0
0,0.003555204,1,0,0,0,0,0,0,0,0,0
0,0.019118282,1,0,0,0,0,0,0,0,0,0
1,0.554688183,1,1,1,1,1,1,0,0,0,0
1,0.688039457,1,1,1,1,1,1,1,0,0,0
0,0.323888773,1,1,1,1,0,0,0,0,0,0
1,0.73984245,1,1,1,1,1,1,1,1,0,0
0,0.159715698,1,1,0,0,0,0,0,0,0,0
0,0.183728912,1,1,0,0,0,0,0,0,0,0
0,0.310248633,1,1,1,1,0,0,0,0,0,0
0,0.01149344,1,0,0,0,0,0,0,0,0,0
1,0.756983132,1,1,1,1,1,1,1,1,0,0
0,0.175021296,1,1,0,0,0,0,0,0,0,0
0,0.097072162,1,0,0,0,0,0,0,0,0,0
1,0.689751089,1,1,1,1,1,1,1,0,0,0
0,0.051157751,1,0,0,0,0,0,0,0,0,0
0,0.159443739,1,1,0,0,0,0,0,0,0,0
0,0.001218032,1,0,0,0,0,0,0,0,0,0
0,0.435471033,1,1,1,1,1,0,0,0,0,0
0,0.09966315,1,0,0,0,0,0,0,0,0,0
0,0.006403041,1,0,0,0,0,0,0,0,0,0
0,0.118100616,1,1,0,0,0,0,0,0,0,0
1,0.165357929,1,1,0,0,0,0,0,0,0,0
0,0.076373626,1,0,0,0,0,0,0,0,0,0
1,0.419169114,1,1,1,1,1,0,0,0,0,0
0,0.279028137,1,1,1,0,0,0,0,0,0,0
0,0.199326811,1,1,0,0,0,0,0,0,0,0
1,0.851545515,1,1,1,1,1,1,1,1,1,0
0,0.055714326,1,0,0,0,0,0,0,0,0,0
1,0.453297098,1,1,1,1,1,0,0,0,0,0
0,0.111344272,1,1,0,0,0,0,0,0,0,0
0,0.036475863,1,0,0,0,0,0,0,0,0,0
0,0.312612242,1,1,1,1,0,0,0,0,0,0
1,0.363559429,1,1,1,1,0,0,0,0,0,0
0,0.142873537,1,1,0,0,0,0,0,0,0,0
0,0.2226856,1,1,1,0,0,0,0,0,0,0
0,0.111943382,1,1,0,0,0,0,0,0,0,0
0,0.012001757,1,0,0,0,0,0,0,0,0,0
0,0.049110889,1,0,0,0,0,0,0,0,0,0
0,0.008405425,1,0,0,0,0,0,0,0,0,0
0,0.117110239,1,1,0,0,0,0,0,0,0,0
1,0.188467034,1,1,0,0,0,0,0,0,0,0
0,0.017362148,1,0,0,0,0,0,0,0,0,0
1,0.613529944,1,1,1,1,1,1,1,0,0,0
0,0.422502625,1,1,1,1,1,0,0,0,0,0
1,0.188239297,1,1,0,0,0,0,0,0,0,0
0,0.271860549,1,1,1,0,0,0,0,0,0,0
0,0.019127459,1,0,0,0,0,0,0,0,0,0
1,0.281542388,1,1,1,0,0,0,0,0,0,0
0,0.031454744,1,0,0,0,0,0,0,0,0,0
0,0.031160184,1,0,0,0,0,0,0,0,0,0
1,0.048797875,1,0,0,0,0,0,0,0,0,0
1,0.400486907,1,1,1,1,1,0,0,0,0,0
0,0.037003052,1,0,0,0,0,0,0,0,0,0
0,0.013438069,1,0,0,0,0,0,0,0,0,0
0,0.273187721,1,1,1,0,0,0,0,0,0,0
0,0.046261804,1,0,0,0,0,0,0,0,0,0
0,0.00333209,1,0,0,0,0,0,0,0,0,0
0,0.249626346,1,1,1,0,0,0,0,0,0,0
0,0.150560524,1,1,0,0,0,0,0,0,0,0
0,0.095136883,1,0,0,0,0,0,0,0,0,0
0,0.100288719,1,1,0,0,0,0,0,0,0,0
1,0.675640162,1,1,1,1,1,1,1,0,0,0
1,0.098731085,1,0,0,0,0,0,0,0,0,0
0,0.095155567,1,0,0,0,0,0,0,0,0,0
0,0.426103108,1,1,1,1,1,0,0,0,0,0
0,0.384778973,1,1,1,1,0,0,0,0,0,0
0,0.137691082,1,1,0,0,0,0,0,0,0,0
0,0.202671592,1,1,1,0,0,0,0,0,0,0
1,0.632597085,1,1,1,1,1,1,1,0,0,0
1,0.697419907,1,1,1,1,1,1,1,0,0,0
0,0.231536803,1,1,1,0,0,0,0,0,0,0
1,0.600769867,1,1,1,1,1,1,1,0,0,0
1,0.549444364,1,1,1,1,1,1,0,0,0,0
0,0.33397637,1,1,1,1,0,0,0,0,0,0
0,0.012359644,1,0,0,0,0,0,0,0,0,0
0,0.014893512,1,0,0,0,0,0,0,0,0,0
0,0.006247917,1,0,0,0,0,0,0,0,0,0
0,0.176482574,1,1,0,0,0,0,0,0,0,0
0,0.011137581,1,0,0,0,0,0,0,0,0,0
1,0.699525498,1,1,1,1,1,1,1,0,0,0
0,0.31458082,1,1,1,1,0,0,0,0,0,0
0,0.03838437,1,0,0,0,0,0,0,0,0,0
0,0.060418136,1,0,0,0,0,0,0,0,0,0
1,0.523618799,1,1,1,1,1,1,0,0,0,0
0,0.023558587,1,0,0,0,0,0,0,0,0,0
0,0.002486397,1,0,0,0,0,0,0,0,0,0
0,0.54378012,1,1,1,1,1,1,0,0,0,0
0,0.622825733,1,1,1,1,1,1,1,0,0,0
0,0.056196268,1,0,0,0,0,0,0,0,0,0
0,0.205222061,1,1,1,0,0,0,0,0,0,0
0,0.05023923,1,0,0,0,0,0,0,0,0,0
0,0.038857275,1,0,0,0,0,0,0,0,0,0
0,0.159944663,1,1,0,0,0,0,0,0,0,0
1,0.370540959,1,1,1,1,0,0,0,0,0,0
0,0.00152774,1,0,0,0,0,0,0,0,0,0
0,0.025180894,1,0,0,0,0,0,0,0,0,0
0,0.514377749,1,1,1,1,1,1,0,0,0,0
0,0.033147205,1,0,0,0,0,0,0,0,0,0
0,0.02451872,1,0,0,0,0,0,0,0,0,0
0,0.027253255,1,0,0,0,0,0,0,0,0,0
0,0.06683043,1,0,0,0,0,0,0,0,0,0
0,0.0032674,1,0,0,0,0,0,0,0,0,0
0,0.010758072,1,0,0,0,0,0,0,0,0,0
0,0.273597655,1,1,1,0,0,0,0,0,0,0
0,0.089876205,1,0,0,0,0,0,0,0,0,0
1,0.460723525,1,1,1,1,1,0,0,0,0,0
0,0.062876644,1,0,0,0,0,0,0,0,0,0
0,0.570146258,1,1,1,1,1,1,0,0,0,0
0,0.220594738,1,1,1,0,0,0,0,0,0,0
0,0.096601918,1,0,0,0,0,0,0,0,0,0
0,0.183728912,1,1,0,0,0,0,0,0,0,0
0,0.194485904,1,1,0,0,0,0,0,0,0,0
0,0.305084789,1,1,1,1,0,0,0,0,0,0
0,0.483277677,1,1,1,1,1,0,0,0,0,0
0,0.52629028,1,1,1,1,1,1,0,0,0,0
1,0.638015185,1,1,1,1,1,1,1,0,0,0
0,0.044944747,1,0,0,0,0,0,0,0,0,0
0,0.571971272,1,1,1,1,1,1,0,0,0,0
0,0.018285006,1,0,0,0,0,0,0,0,0,0
0,0.615744983,1,1,1,1,1,1,1,0,0,0
0,0.011202848,1,0,0,0,0,0,0,0,0,0
0,0.464991847,1,1,1,1,1,0,0,0,0,0
1,0.138927684,1,1,0,0,0,0,0,0,0,0
0,0.001310985,1,0,0,0,0,0,0,0,0,0
0,0.408011919,1,1,1,1,1,0,0,0,0,0
1,0.129955508,1,1,0,0,0,0,0,0,0,0
0,0.10649987,1,1,0,0,0,0,0,0,0,0
0,0.016697217,1,0,0,0,0,0,0,0,0,0
0,0.040198812,1,0,0,0,0,0,0,0,0,0
0,0.051422598,1,0,0,0,0,0,0,0,0,0
0,0.210389065,1,1,1,0,0,0,0,0,0,0
0,0.283663341,1,1,1,0,0,0,0,0,0,0
0,0.178181333,1,1,0,0,0,0,0,0,0,0
0,0.045984992,1,0,0,0,0,0,0,0,0,0
0,0.503972636,1,1,1,1,1,1,0,0,0,0
0,0.297951534,1,1,1,0,0,0,0,0,0,0
0,0.077404504,1,0,0,0,0,0,0,0,0,0
0,0.012925913,1,0,0,0,0,0,0,0,0,0
0,0.064194328,1,0,0,0,0,0,0,0,0,0
0,0.004242927,1,0,0,0,0,0,0,0,0,0
0,0.282547751,1,1,1,0,0,0,0,0,0,0
0,0.18107942,1,1,0,0,0,0,0,0,0,0
0,0.003753506,1,0,0,0,0,0,0,0,0,0
0,0.62108696,1,1,1,1,1,1,1,0,0,0
0,0.606476264,1,1,1,1,1,1,1,0,0,0
1,0.732318604,1,1,1,1,1,1,1,1,0,0
0,0.098674723,1,0,0,0,0,0,0,0,0,0
0,0.008220788,1,0,0,0,0,0,0,0,0,0
1,0.108067044,1,1,0,0,0,0,0,0,0,0
0,0.021562135,1,0,0,0,0,0,0,0,0,0
0,0.042490746,1,0,0,0,0,0,0,0,0,0
0,0.056155485,1,0,0,0,0,0,0,0,0,0
0,0.602412461,1,1,1,1,1,1,1,0,0,0
0,0.246202311,1,1,1,0,0,0,0,0,0,0
0,0.158615358,1,1,0,0,0,0,0,0,0,0
0,0.47939879,1,1,1,1,1,0,0,0,0,0
0,0.407192165,1,1,1,1,1,0,0,0,0,0
0,0.21357916,1,1,1,0,0,0,0,0,0,0
0,0.189380094,1,1,0,0,0,0,0,0,0,0
0,0.054584842,1,0,0,0,0,0,0,0,0,0
0,0.491553453,1,1,1,1,1,0,0,0,0,0
0,0.130144402,1,1,0,0,0,0,0,0,0,0
1,0.235944334,1,1,1,0,0,0,0,0,0,0
0,0.003219463,1,0,0,0,0,0,0,0,0,0
0,0.16959377,1,1,0,0,0,0,0,0,0,0
1,0.547000308,1,1,1,1,1,1,0,0,0,0
0,0.07572778,1,0,0,0,0,0,0,0,0,0
0,0.167723014,1,1,0,0,0,0,0,0,0,0
0,0.030868992,1,0,0,0,0,0,0,0,0,0
0,0.007426036,1,0,0,0,0,0,0,0,0,0
0,0.010496669,1,0,0,0,0,0,0,0,0,0
0,0.235795452,1,1,1,0,0,0,0,0,0,0
0,0.061904545,1,0,0,0,0,0,0,0,0,0
1,0.837544131,1,1,1,1,1,1,1,1,1,0
0,0.01079943,1,0,0,0,0,0,0,0,0,0
1,0.795915941,1,1,1,1,1,1,1,1,0,0
0,0.052262455,1,0,0,0,0,0,0,0,0,0
0,0.045233769,1,0,0,0,0,0,0,0,0,0
0,0.002405662,1,0,0,0,0,0,0,0,0,0
0,0.055630891,1,0,0,0,0,0,0,0,0,0
0,0.202690794,1,1,1,0,0,0,0,0,0,0
0,0.092434631,1,0,0,0,0,0,0,0,0,0
0,0.009747445,1,0,0,0,0,0,0,0,0,0
1,0.640651242,1,1,1,1,1,1,1,0,0,0
0,0.183505607,1,1,0,0,0,0,0,0,0,0
1,0.410541875,1,1,1,1,1,0,0,0,0,0
0,0.18445381,1,1,0,0,0,0,0,0,0,0
0,0.016893648,1,0,0,0,0,0,0,0,0,0
1,0.334104744,1,1,1,1,0,0,0,0,0,0
0,0.061040676,1,0,0,0,0,0,0,0,0,0
0,0.008251127,1,0,0,0,0,0,0,0,0,0
0,0.579015561,1,1,1,1,1,1,0,0,0,0
0,0.300554974,1,1,1,1,0,0,0,0,0,0
1,0.65090736,1,1,1,1,1,1,1,0,0,0
0,0.09733355,1,0,0,0,0,0,0,0,0,0
1,0.357527055,1,1,1,1,0,0,0,0,0,0
1,0.27206387,1,1,1,0,0,0,0,0,0,0
